"","case_month","res_state","age_group","sex","race","ethnicity","n"
"63462","2021-04","OH","50 to 64 years","Female","Black",NA,35
"63463","2021-04","OH","50 to 64 years","Female","Missing","Unknown",145
"63464","2021-04","OH","50 to 64 years","Female","Missing",NA,11
"63465","2021-04","OH","50 to 64 years","Female","Multiple/Other","Non-Hispanic/Latino",50
"63466","2021-04","OH","50 to 64 years","Female","Multiple/Other","Unknown",13
"63467","2021-04","OH","50 to 64 years","Female","Multiple/Other",NA,21
"63468","2021-04","OH","50 to 64 years","Female","Unknown","Unknown",84
"63469","2021-04","OH","50 to 64 years","Female","White","Non-Hispanic/Latino",1798
"63470","2021-04","OH","50 to 64 years","Female","White","Unknown",82
"63471","2021-04","OH","50 to 64 years","Female","White",NA,141
"63472","2021-04","OH","50 to 64 years","Female",NA,NA,578
"63473","2021-04","OH","50 to 64 years","Male","Black","Non-Hispanic/Latino",371
"63474","2021-04","OH","50 to 64 years","Male","Black","Unknown",33
"63475","2021-04","OH","50 to 64 years","Male","Missing","Unknown",106
"63476","2021-04","OH","50 to 64 years","Male","Multiple/Other","Hispanic/Latino",12
"63477","2021-04","OH","50 to 64 years","Male","Multiple/Other","Non-Hispanic/Latino",22
"63478","2021-04","OH","50 to 64 years","Male","Multiple/Other","Unknown",12
"63479","2021-04","OH","50 to 64 years","Male","Multiple/Other",NA,23
"63480","2021-04","OH","50 to 64 years","Male","Unknown","Unknown",94
"63481","2021-04","OH","50 to 64 years","Male","Unknown",NA,13
"63482","2021-04","OH","50 to 64 years","Male","White","Non-Hispanic/Latino",1735
"63483","2021-04","OH","50 to 64 years","Male","White","Unknown",127
"63484","2021-04","OH","50 to 64 years","Male","White",NA,33
"63485","2021-04","OH","50 to 64 years","Male",NA,NA,611
"63486","2021-04","OH","50 to 64 years",NA,NA,NA,409
"63487","2021-04","OH","65+ years","Female","Black","Non-Hispanic/Latino",201
"63488","2021-04","OH","65+ years","Female","Black","Unknown",21
"63489","2021-04","OH","65+ years","Female","Missing","Unknown",11
"63490","2021-04","OH","65+ years","Female","Multiple/Other",NA,26
"63491","2021-04","OH","65+ years","Female","Unknown",NA,11
"63492","2021-04","OH","65+ years","Female","White","Non-Hispanic/Latino",896
"63493","2021-04","OH","65+ years","Female","White","Unknown",26
"63494","2021-04","OH","65+ years","Female","White",NA,34
"63495","2021-04","OH","65+ years","Female",NA,NA,326
"63496","2021-04","OH","65+ years","Male","Black","Non-Hispanic/Latino",96
"63497","2021-04","OH","65+ years","Male","Black","Unknown",12
"63498","2021-04","OH","65+ years","Male","Missing","Unknown",14
"63499","2021-04","OH","65+ years","Male","Multiple/Other",NA,23
"63500","2021-04","OH","65+ years","Male","White","Non-Hispanic/Latino",670
"63501","2021-04","OH","65+ years","Male","White","Unknown",13
"63502","2021-04","OH","65+ years","Male","White",NA,39
"63503","2021-04","OH","65+ years","Male",NA,NA,234
"63504","2021-04","OH","65+ years",NA,NA,NA,323
"63505","2021-04","OH",NA,NA,NA,NA,1097
"63506","2021-04","OK","0 - 17 years","Female","Black","Non-Hispanic/Latino",71
"63507","2021-04","OK","0 - 17 years","Female","Black",NA,11
"63508","2021-04","OK","0 - 17 years","Female","Unknown","Unknown",42
"63509","2021-04","OK","0 - 17 years","Female","Unknown",NA,12
"63510","2021-04","OK","0 - 17 years","Female","White","Hispanic/Latino",44
"63511","2021-04","OK","0 - 17 years","Female","White","Non-Hispanic/Latino",149
"63512","2021-04","OK","0 - 17 years","Female","White",NA,12
"63513","2021-04","OK","0 - 17 years","Female",NA,NA,130
"63514","2021-04","OK","0 - 17 years","Male","Black","Non-Hispanic/Latino",40
"63515","2021-04","OK","0 - 17 years","Male","Unknown","Hispanic/Latino",11
"63516","2021-04","OK","0 - 17 years","Male","Unknown","Unknown",45
"63517","2021-04","OK","0 - 17 years","Male","White","Hispanic/Latino",37
"63518","2021-04","OK","0 - 17 years","Male","White","Non-Hispanic/Latino",119
"63519","2021-04","OK","0 - 17 years","Male",NA,NA,152
"63520","2021-04","OK","0 - 17 years",NA,NA,NA,93
"63521","2021-04","OK","18 to 49 years","Female","American Indian/Alaska Native","Non-Hispanic/Latino",34
"63522","2021-04","OK","18 to 49 years","Female","Black","Non-Hispanic/Latino",163
"63523","2021-04","OK","18 to 49 years","Female","Black","Unknown",14
"63524","2021-04","OK","18 to 49 years","Female","Multiple/Other","Non-Hispanic/Latino",11
"63525","2021-04","OK","18 to 49 years","Female","Multiple/Other",NA,12
"63526","2021-04","OK","18 to 49 years","Female","Unknown","Hispanic/Latino",33
"63527","2021-04","OK","18 to 49 years","Female","Unknown","Non-Hispanic/Latino",11
"63528","2021-04","OK","18 to 49 years","Female","Unknown","Unknown",190
"63529","2021-04","OK","18 to 49 years","Female","White","Hispanic/Latino",82
"63530","2021-04","OK","18 to 49 years","Female","White","Non-Hispanic/Latino",511
"63531","2021-04","OK","18 to 49 years","Female","White","Unknown",40
"63532","2021-04","OK","18 to 49 years","Female","White",NA,48
"63533","2021-04","OK","18 to 49 years","Female",NA,NA,337
"63534","2021-04","OK","18 to 49 years","Male","American Indian/Alaska Native","Non-Hispanic/Latino",11
"63535","2021-04","OK","18 to 49 years","Male","Asian","Non-Hispanic/Latino",14
"63536","2021-04","OK","18 to 49 years","Male","Black","Non-Hispanic/Latino",101
"63537","2021-04","OK","18 to 49 years","Male","Multiple/Other",NA,11
"63538","2021-04","OK","18 to 49 years","Male","Unknown","Hispanic/Latino",24
"63539","2021-04","OK","18 to 49 years","Male","Unknown","Unknown",279
"63540","2021-04","OK","18 to 49 years","Male","Unknown",NA,11
"63541","2021-04","OK","18 to 49 years","Male","White","Hispanic/Latino",71
"63542","2021-04","OK","18 to 49 years","Male","White","Non-Hispanic/Latino",364
"63543","2021-04","OK","18 to 49 years","Male","White","Unknown",14
"63544","2021-04","OK","18 to 49 years","Male","White",NA,49
"63545","2021-04","OK","18 to 49 years","Male",NA,NA,294
"63546","2021-04","OK","18 to 49 years",NA,NA,NA,216
"63547","2021-04","OK","50 to 64 years","Female","Black","Non-Hispanic/Latino",42
"63548","2021-04","OK","50 to 64 years","Female","Unknown","Unknown",33
"63549","2021-04","OK","50 to 64 years","Female","Unknown",NA,11
"63550","2021-04","OK","50 to 64 years","Female","White","Non-Hispanic/Latino",159
"63551","2021-04","OK","50 to 64 years","Female","White",NA,30
"63552","2021-04","OK","50 to 64 years","Female",NA,NA,72
"63553","2021-04","OK","50 to 64 years","Male","Black","Non-Hispanic/Latino",32
"63554","2021-04","OK","50 to 64 years","Male","Unknown","Unknown",34
"63555","2021-04","OK","50 to 64 years","Male","White","Non-Hispanic/Latino",145
"63556","2021-04","OK","50 to 64 years","Male","White",NA,24
"63557","2021-04","OK","50 to 64 years","Male",NA,NA,45
"63558","2021-04","OK","50 to 64 years",NA,NA,NA,160
"63559","2021-04","OK","65+ years","Female","Black","Non-Hispanic/Latino",13
"63560","2021-04","OK","65+ years","Female","Black",NA,12
"63561","2021-04","OK","65+ years","Female","White","Non-Hispanic/Latino",89
"63562","2021-04","OK","65+ years","Female",NA,NA,56
"63563","2021-04","OK","65+ years","Male","White","Non-Hispanic/Latino",76
"63564","2021-04","OK","65+ years","Male","White",NA,12
"63565","2021-04","OK","65+ years","Male",NA,NA,55
"63566","2021-04","OK","65+ years",NA,NA,NA,94
"63567","2021-04","OK",NA,NA,NA,NA,584
"63568","2021-04","OR","0 - 17 years","Female","Asian","Non-Hispanic/Latino",14
"63569","2021-04","OR","0 - 17 years","Female","Black","Non-Hispanic/Latino",29
"63570","2021-04","OR","0 - 17 years","Female","Black",NA,12
"63571","2021-04","OR","0 - 17 years","Female","Multiple/Other","Non-Hispanic/Latino",33
"63572","2021-04","OR","0 - 17 years","Female","Multiple/Other",NA,61
"63573","2021-04","OR","0 - 17 years","Female","Unknown","Unknown",126
"63574","2021-04","OR","0 - 17 years","Female","Unknown",NA,81
"63575","2021-04","OR","0 - 17 years","Female","White","Hispanic/Latino",13
"63576","2021-04","OR","0 - 17 years","Female","White","Non-Hispanic/Latino",476
"63577","2021-04","OR","0 - 17 years","Female","White","Unknown",82
"63578","2021-04","OR","0 - 17 years","Female","White",NA,24
"63579","2021-04","OR","0 - 17 years","Female",NA,NA,210
"63580","2021-04","OR","0 - 17 years","Male","Asian","Non-Hispanic/Latino",14
"63581","2021-04","OR","0 - 17 years","Male","Black","Non-Hispanic/Latino",24
"63582","2021-04","OR","0 - 17 years","Male","Multiple/Other","Non-Hispanic/Latino",13
"63583","2021-04","OR","0 - 17 years","Male","Multiple/Other",NA,97
"63584","2021-04","OR","0 - 17 years","Male","Unknown","Hispanic/Latino",28
"63585","2021-04","OR","0 - 17 years","Male","Unknown","Unknown",144
"63586","2021-04","OR","0 - 17 years","Male","Unknown",NA,55
"63587","2021-04","OR","0 - 17 years","Male","White","Non-Hispanic/Latino",407
"63588","2021-04","OR","0 - 17 years","Male","White","Unknown",103
"63589","2021-04","OR","0 - 17 years","Male","White",NA,61
"63590","2021-04","OR","0 - 17 years","Male",NA,NA,231
"63591","2021-04","OR","0 - 17 years","Unknown",NA,NA,13
"63592","2021-04","OR","0 - 17 years",NA,NA,NA,109
"63593","2021-04","OR","18 to 49 years","Female","American Indian/Alaska Native","Non-Hispanic/Latino",25
"63594","2021-04","OR","18 to 49 years","Female","Asian","Non-Hispanic/Latino",99
"63595","2021-04","OR","18 to 49 years","Female","Black","Non-Hispanic/Latino",116
"63596","2021-04","OR","18 to 49 years","Female","Black","Unknown",14
"63597","2021-04","OR","18 to 49 years","Female","Multiple/Other","Non-Hispanic/Latino",85
"63598","2021-04","OR","18 to 49 years","Female","Multiple/Other","Unknown",28
"63599","2021-04","OR","18 to 49 years","Female","Multiple/Other",NA,289
"63600","2021-04","OR","18 to 49 years","Female","Native Hawaiian/Other Pacific Islander","Non-Hispanic/Latino",12
"63601","2021-04","OR","18 to 49 years","Female","Unknown","Hispanic/Latino",124
"63602","2021-04","OR","18 to 49 years","Female","Unknown","Non-Hispanic/Latino",100
"63603","2021-04","OR","18 to 49 years","Female","Unknown","Unknown",489
"63604","2021-04","OR","18 to 49 years","Female","Unknown",NA,44
"63605","2021-04","OR","18 to 49 years","Female","White","Hispanic/Latino",149
"63606","2021-04","OR","18 to 49 years","Female","White","Non-Hispanic/Latino",2254
"63607","2021-04","OR","18 to 49 years","Female","White","Unknown",421
"63608","2021-04","OR","18 to 49 years","Female","White",NA,36
"63609","2021-04","OR","18 to 49 years","Female",NA,NA,363
"63610","2021-04","OR","18 to 49 years","Male","American Indian/Alaska Native","Non-Hispanic/Latino",11
"63611","2021-04","OR","18 to 49 years","Male","American Indian/Alaska Native",NA,18
"63612","2021-04","OR","18 to 49 years","Male","Asian","Non-Hispanic/Latino",81
"63613","2021-04","OR","18 to 49 years","Male","Asian",NA,25
"63614","2021-04","OR","18 to 49 years","Male","Black","Non-Hispanic/Latino",123
"63615","2021-04","OR","18 to 49 years","Male","Black","Unknown",21
"63616","2021-04","OR","18 to 49 years","Male","Black",NA,11
"63617","2021-04","OR","18 to 49 years","Male","Multiple/Other","Non-Hispanic/Latino",77
"63618","2021-04","OR","18 to 49 years","Male","Multiple/Other","Unknown",39
"63619","2021-04","OR","18 to 49 years","Male","Multiple/Other",NA,325
"63620","2021-04","OR","18 to 49 years","Male","Unknown","Hispanic/Latino",166
"63621","2021-04","OR","18 to 49 years","Male","Unknown","Non-Hispanic/Latino",85
"63622","2021-04","OR","18 to 49 years","Male","Unknown","Unknown",605
"63623","2021-04","OR","18 to 49 years","Male","Unknown",NA,58
"63624","2021-04","OR","18 to 49 years","Male","White","Hispanic/Latino",153
"63625","2021-04","OR","18 to 49 years","Male","White","Non-Hispanic/Latino",2097
"63626","2021-04","OR","18 to 49 years","Male","White","Unknown",424
"63627","2021-04","OR","18 to 49 years","Male","White",NA,23
"63628","2021-04","OR","18 to 49 years","Male",NA,NA,390
"63629","2021-04","OR","18 to 49 years","Unknown",NA,NA,32
"63630","2021-04","OR","18 to 49 years",NA,NA,NA,213
"63631","2021-04","OR","50 to 64 years","Female","Asian","Non-Hispanic/Latino",22
"63632","2021-04","OR","50 to 64 years","Female","Black","Non-Hispanic/Latino",15
"63633","2021-04","OR","50 to 64 years","Female","Multiple/Other",NA,62
"63634","2021-04","OR","50 to 64 years","Female","Unknown","Unknown",92
"63635","2021-04","OR","50 to 64 years","Female","Unknown",NA,65
"63636","2021-04","OR","50 to 64 years","Female","White","Non-Hispanic/Latino",686
"63637","2021-04","OR","50 to 64 years","Female","White","Unknown",118
"63638","2021-04","OR","50 to 64 years","Female","White",NA,14
"63639","2021-04","OR","50 to 64 years","Female",NA,NA,164
"63640","2021-04","OR","50 to 64 years","Male","Asian","Non-Hispanic/Latino",27
"63641","2021-04","OR","50 to 64 years","Male","Black","Non-Hispanic/Latino",17
"63642","2021-04","OR","50 to 64 years","Male","Multiple/Other","Non-Hispanic/Latino",11
"63643","2021-04","OR","50 to 64 years","Male","Multiple/Other",NA,48
"63644","2021-04","OR","50 to 64 years","Male","Unknown","Unknown",139
"63645","2021-04","OR","50 to 64 years","Male","Unknown",NA,24
"63646","2021-04","OR","50 to 64 years","Male","White","Non-Hispanic/Latino",716
"63647","2021-04","OR","50 to 64 years","Male","White","Unknown",132
"63648","2021-04","OR","50 to 64 years","Male","White",NA,11
"63649","2021-04","OR","50 to 64 years","Male",NA,NA,188
"63650","2021-04","OR","50 to 64 years",NA,NA,NA,100
"63651","2021-04","OR","65+ years","Female","Unknown","Unknown",22
"63652","2021-04","OR","65+ years","Female","White","Non-Hispanic/Latino",342
"63653","2021-04","OR","65+ years","Female","White","Unknown",73
"63654","2021-04","OR","65+ years","Female",NA,NA,136
"63655","2021-04","OR","65+ years","Male","Unknown","Unknown",13
"63656","2021-04","OR","65+ years","Male","White","Non-Hispanic/Latino",350
"63657","2021-04","OR","65+ years","Male","White","Unknown",25
"63658","2021-04","OR","65+ years","Male",NA,NA,140
"63659","2021-04","OR","65+ years",NA,NA,NA,136
"63660","2021-04","OR",NA,NA,NA,NA,294
"63661","2021-04","PA","0 - 17 years","Female","Asian","Non-Hispanic/Latino",14
"63662","2021-04","PA","0 - 17 years","Female","Asian",NA,11
"63663","2021-04","PA","0 - 17 years","Female","Black","Hispanic/Latino",12
"63664","2021-04","PA","0 - 17 years","Female","Black","Non-Hispanic/Latino",199
"63665","2021-04","PA","0 - 17 years","Female","Black","Unknown",220
"63666","2021-04","PA","0 - 17 years","Female","Black",NA,64
"63667","2021-04","PA","0 - 17 years","Female","Missing","Hispanic/Latino",58
"63668","2021-04","PA","0 - 17 years","Female","Missing","Unknown",1121
"63669","2021-04","PA","0 - 17 years","Female","Multiple/Other","Hispanic/Latino",82
"63670","2021-04","PA","0 - 17 years","Female","Multiple/Other","Non-Hispanic/Latino",224
"63671","2021-04","PA","0 - 17 years","Female","Multiple/Other",NA,42
"63672","2021-04","PA","0 - 17 years","Female","Unknown","Hispanic/Latino",41
"63673","2021-04","PA","0 - 17 years","Female","Unknown","Unknown",1665
"63674","2021-04","PA","0 - 17 years","Female","Unknown",NA,23
"63675","2021-04","PA","0 - 17 years","Female","White","Hispanic/Latino",201
"63676","2021-04","PA","0 - 17 years","Female","White","Non-Hispanic/Latino",2183
"63677","2021-04","PA","0 - 17 years","Female","White","Unknown",1399
"63678","2021-04","PA","0 - 17 years","Female","White",NA,145
"63679","2021-04","PA","0 - 17 years","Female",NA,NA,1792
"63680","2021-04","PA","0 - 17 years","Male","Asian",NA,37
"63681","2021-04","PA","0 - 17 years","Male","Black","Non-Hispanic/Latino",185
"63682","2021-04","PA","0 - 17 years","Male","Black","Unknown",225
"63683","2021-04","PA","0 - 17 years","Male","Black",NA,100
"63684","2021-04","PA","0 - 17 years","Male","Missing","Hispanic/Latino",56
"63685","2021-04","PA","0 - 17 years","Male","Missing","Unknown",1092
"63686","2021-04","PA","0 - 17 years","Male","Multiple/Other","Hispanic/Latino",54
"63687","2021-04","PA","0 - 17 years","Male","Multiple/Other","Non-Hispanic/Latino",247
"63688","2021-04","PA","0 - 17 years","Male","Multiple/Other","Unknown",112
"63689","2021-04","PA","0 - 17 years","Male","Multiple/Other",NA,68
"63690","2021-04","PA","0 - 17 years","Male","Unknown","Hispanic/Latino",57
"63691","2021-04","PA","0 - 17 years","Male","Unknown","Unknown",1687
"63692","2021-04","PA","0 - 17 years","Male","Unknown",NA,12
"63693","2021-04","PA","0 - 17 years","Male","White","Hispanic/Latino",183
"63694","2021-04","PA","0 - 17 years","Male","White","Non-Hispanic/Latino",2310
"63695","2021-04","PA","0 - 17 years","Male","White","Unknown",1352
"63696","2021-04","PA","0 - 17 years","Male","White",NA,110
"63697","2021-04","PA","0 - 17 years","Male",NA,NA,1644
"63698","2021-04","PA","0 - 17 years",NA,NA,NA,230
"63699","2021-04","PA","18 to 49 years","Female","Asian","Non-Hispanic/Latino",95
"63700","2021-04","PA","18 to 49 years","Female","Asian","Unknown",94
"63701","2021-04","PA","18 to 49 years","Female","Asian",NA,47
"63702","2021-04","PA","18 to 49 years","Female","Black","Hispanic/Latino",40
"63703","2021-04","PA","18 to 49 years","Female","Black","Non-Hispanic/Latino",865
"63704","2021-04","PA","18 to 49 years","Female","Black","Unknown",654
"63705","2021-04","PA","18 to 49 years","Female","Black",NA,29
"63706","2021-04","PA","18 to 49 years","Female","Missing","Hispanic/Latino",193
"63707","2021-04","PA","18 to 49 years","Female","Missing","Unknown",4159
"63708","2021-04","PA","18 to 49 years","Female","Missing",NA,11
"63709","2021-04","PA","18 to 49 years","Female","Multiple/Other","Hispanic/Latino",274
"63710","2021-04","PA","18 to 49 years","Female","Multiple/Other","Non-Hispanic/Latino",808
"63711","2021-04","PA","18 to 49 years","Female","Multiple/Other","Unknown",70
"63712","2021-04","PA","18 to 49 years","Female","Unknown","Hispanic/Latino",221
"63713","2021-04","PA","18 to 49 years","Female","Unknown","Non-Hispanic/Latino",96
"63714","2021-04","PA","18 to 49 years","Female","Unknown","Unknown",4037
"63715","2021-04","PA","18 to 49 years","Female","Unknown",NA,63
"63716","2021-04","PA","18 to 49 years","Female","White","Hispanic/Latino",518
"63717","2021-04","PA","18 to 49 years","Female","White","Non-Hispanic/Latino",6962
"63718","2021-04","PA","18 to 49 years","Female","White","Unknown",3532
"63719","2021-04","PA","18 to 49 years","Female","White",NA,28
"63720","2021-04","PA","18 to 49 years","Female",NA,NA,4602
"63721","2021-04","PA","18 to 49 years","Male","Asian","Non-Hispanic/Latino",104
"63722","2021-04","PA","18 to 49 years","Male","Asian","Unknown",77
"63723","2021-04","PA","18 to 49 years","Male","Asian",NA,70
"63724","2021-04","PA","18 to 49 years","Male","Black","Hispanic/Latino",28
"63725","2021-04","PA","18 to 49 years","Male","Black","Non-Hispanic/Latino",686
"63726","2021-04","PA","18 to 49 years","Male","Black","Unknown",471
"63727","2021-04","PA","18 to 49 years","Male","Black",NA,89
"63728","2021-04","PA","18 to 49 years","Male","Missing","Hispanic/Latino",128
"63729","2021-04","PA","18 to 49 years","Male","Missing","Unknown",3290
"63730","2021-04","PA","18 to 49 years","Male","Multiple/Other","Hispanic/Latino",245
"63731","2021-04","PA","18 to 49 years","Male","Multiple/Other","Non-Hispanic/Latino",586
"63732","2021-04","PA","18 to 49 years","Male","Multiple/Other","Unknown",477
"63733","2021-04","PA","18 to 49 years","Male","Multiple/Other",NA,22
"63734","2021-04","PA","18 to 49 years","Male","Unknown","Hispanic/Latino",221
"63735","2021-04","PA","18 to 49 years","Male","Unknown","Non-Hispanic/Latino",113
"63736","2021-04","PA","18 to 49 years","Male","Unknown","Unknown",4495
"63737","2021-04","PA","18 to 49 years","Male","Unknown",NA,38
"63738","2021-04","PA","18 to 49 years","Male","White","Hispanic/Latino",381
"63739","2021-04","PA","18 to 49 years","Male","White","Non-Hispanic/Latino",6082
"63740","2021-04","PA","18 to 49 years","Male","White","Unknown",3678
"63741","2021-04","PA","18 to 49 years","Male","White",NA,45
"63742","2021-04","PA","18 to 49 years","Male",NA,NA,3460
"63743","2021-04","PA","18 to 49 years","Unknown","Missing","Unknown",36
"63744","2021-04","PA","18 to 49 years","Unknown","White","Non-Hispanic/Latino",21
"63745","2021-04","PA","18 to 49 years","Unknown",NA,NA,88
"63746","2021-04","PA","18 to 49 years",NA,NA,NA,402
"63747","2021-04","PA","50 to 64 years","Female","Asian","Non-Hispanic/Latino",13
"63748","2021-04","PA","50 to 64 years","Female","Asian",NA,12
"63749","2021-04","PA","50 to 64 years","Female","Black","Non-Hispanic/Latino",187
"63750","2021-04","PA","50 to 64 years","Female","Black","Unknown",121
"63751","2021-04","PA","50 to 64 years","Female","Black",NA,61
"63752","2021-04","PA","50 to 64 years","Female","Missing","Hispanic/Latino",72
"63753","2021-04","PA","50 to 64 years","Female","Missing","Unknown",1172
"63754","2021-04","PA","50 to 64 years","Female","Multiple/Other","Hispanic/Latino",15
"63755","2021-04","PA","50 to 64 years","Female","Multiple/Other","Non-Hispanic/Latino",171
"63756","2021-04","PA","50 to 64 years","Female","Multiple/Other",NA,44
"63757","2021-04","PA","50 to 64 years","Female","Unknown","Hispanic/Latino",17
"63758","2021-04","PA","50 to 64 years","Female","Unknown","Non-Hispanic/Latino",15
"63759","2021-04","PA","50 to 64 years","Female","Unknown","Unknown",1635
"63760","2021-04","PA","50 to 64 years","Female","Unknown",NA,33
"63761","2021-04","PA","50 to 64 years","Female","White","Hispanic/Latino",60
"63762","2021-04","PA","50 to 64 years","Female","White","Non-Hispanic/Latino",2990
"63763","2021-04","PA","50 to 64 years","Female","White","Unknown",1459
"63764","2021-04","PA","50 to 64 years","Female","White",NA,57
"63765","2021-04","PA","50 to 64 years","Female",NA,NA,1770
"63766","2021-04","PA","50 to 64 years","Male","Asian",NA,25
"63767","2021-04","PA","50 to 64 years","Male","Black","Non-Hispanic/Latino",161
"63768","2021-04","PA","50 to 64 years","Male","Black","Unknown",110
"63769","2021-04","PA","50 to 64 years","Male","Black",NA,53
"63770","2021-04","PA","50 to 64 years","Male","Missing","Hispanic/Latino",46
"63771","2021-04","PA","50 to 64 years","Male","Missing","Unknown",984
"63772","2021-04","PA","50 to 64 years","Male","Multiple/Other","Non-Hispanic/Latino",166
"63773","2021-04","PA","50 to 64 years","Male","Multiple/Other","Unknown",111
"63774","2021-04","PA","50 to 64 years","Male","Multiple/Other",NA,13
"63775","2021-04","PA","50 to 64 years","Male","Unknown","Hispanic/Latino",23
"63776","2021-04","PA","50 to 64 years","Male","Unknown","Non-Hispanic/Latino",25
"63777","2021-04","PA","50 to 64 years","Male","Unknown","Unknown",1856
"63778","2021-04","PA","50 to 64 years","Male","Unknown",NA,12
"63779","2021-04","PA","50 to 64 years","Male","White","Hispanic/Latino",62
"63780","2021-04","PA","50 to 64 years","Male","White","Non-Hispanic/Latino",2840
"63781","2021-04","PA","50 to 64 years","Male","White","Unknown",1546
"63782","2021-04","PA","50 to 64 years","Male","White",NA,57
"63783","2021-04","PA","50 to 64 years","Male",NA,NA,1587
"63784","2021-04","PA","50 to 64 years",NA,NA,NA,150
"63785","2021-04","PA","65+ years","Female","Black","Non-Hispanic/Latino",74
"63786","2021-04","PA","65+ years","Female","Black","Unknown",46
"63787","2021-04","PA","65+ years","Female","Black",NA,11
"63788","2021-04","PA","65+ years","Female","Missing","Hispanic/Latino",25
"63789","2021-04","PA","65+ years","Female","Missing","Unknown",664
"63790","2021-04","PA","65+ years","Female","Multiple/Other",NA,13
"63791","2021-04","PA","65+ years","Female","Unknown","Unknown",647
"63792","2021-04","PA","65+ years","Female","Unknown",NA,25
"63793","2021-04","PA","65+ years","Female","White","Hispanic/Latino",14
"63794","2021-04","PA","65+ years","Female","White","Non-Hispanic/Latino",1593
"63795","2021-04","PA","65+ years","Female","White","Unknown",683
"63796","2021-04","PA","65+ years","Female","White",NA,109
"63797","2021-04","PA","65+ years","Female",NA,NA,938
"63798","2021-04","PA","65+ years","Male","Black","Non-Hispanic/Latino",31
"63799","2021-04","PA","65+ years","Male","Black",NA,11
"63800","2021-04","PA","65+ years","Male","Missing","Hispanic/Latino",17
"63801","2021-04","PA","65+ years","Male","Missing","Unknown",422
"63802","2021-04","PA","65+ years","Male","Multiple/Other","Non-Hispanic/Latino",26
"63803","2021-04","PA","65+ years","Male","Multiple/Other","Unknown",31
"63804","2021-04","PA","65+ years","Male","Unknown","Unknown",453
"63805","2021-04","PA","65+ years","Male","Unknown",NA,23
"63806","2021-04","PA","65+ years","Male","White","Hispanic/Latino",12
"63807","2021-04","PA","65+ years","Male","White","Non-Hispanic/Latino",1298
"63808","2021-04","PA","65+ years","Male","White","Unknown",561
"63809","2021-04","PA","65+ years","Male","White",NA,101
"63810","2021-04","PA","65+ years","Male",NA,NA,872
"63811","2021-04","PA","65+ years",NA,NA,NA,151
"63812","2021-04","PA",NA,NA,NA,NA,699
"63813","2021-04","PR","0 - 17 years","Female","Unknown","Hispanic/Latino",14
"63814","2021-04","PR","0 - 17 years","Female",NA,NA,13
"63815","2021-04","PR","0 - 17 years","Male","Unknown","Hispanic/Latino",15
"63816","2021-04","PR","0 - 17 years","Male",NA,NA,11
"63817","2021-04","PR","18 to 49 years","Female","Missing","Missing",58
"63818","2021-04","PR","18 to 49 years","Female","Multiple/Other","Hispanic/Latino",19
"63819","2021-04","PR","18 to 49 years","Female","Unknown","Hispanic/Latino",71
"63820","2021-04","PR","18 to 49 years","Female","White","Hispanic/Latino",12
"63821","2021-04","PR","18 to 49 years","Male","Missing","Missing",77
"63822","2021-04","PR","18 to 49 years","Male","Multiple/Other","Hispanic/Latino",12
"63823","2021-04","PR","18 to 49 years","Male","Unknown","Hispanic/Latino",44
"63824","2021-04","PR","18 to 49 years","Male",NA,NA,20
"63825","2021-04","PR","50 to 64 years","Female","Missing","Missing",30
"63826","2021-04","PR","50 to 64 years","Female","Unknown",NA,15
"63827","2021-04","PR","50 to 64 years","Male","Missing","Missing",43
"63828","2021-04","PR","50 to 64 years","Male","Multiple/Other","Hispanic/Latino",11
"63829","2021-04","PR","50 to 64 years","Male","Unknown","Hispanic/Latino",21
"63830","2021-04","PR","50 to 64 years",NA,NA,NA,14
"63831","2021-04","PR","65+ years","Female","Missing","Missing",48
"63832","2021-04","PR","65+ years","Female",NA,NA,19
"63833","2021-04","PR","65+ years","Male","Missing","Missing",41
"63834","2021-04","PR","65+ years","Male",NA,NA,11
"63835","2021-04","RI","0 - 17 years","Female","Asian","Non-Hispanic/Latino",18
"63836","2021-04","RI","0 - 17 years","Female","Black","Hispanic/Latino",21
"63837","2021-04","RI","0 - 17 years","Female","Black","Non-Hispanic/Latino",37
"63838","2021-04","RI","0 - 17 years","Female","Multiple/Other","Non-Hispanic/Latino",28
"63839","2021-04","RI","0 - 17 years","Female","Multiple/Other","Unknown",11
"63840","2021-04","RI","0 - 17 years","Female","Multiple/Other",NA,127
"63841","2021-04","RI","0 - 17 years","Female","Unknown","Hispanic/Latino",247
"63842","2021-04","RI","0 - 17 years","Female","Unknown","Non-Hispanic/Latino",287
"63843","2021-04","RI","0 - 17 years","Female","Unknown","Unknown",76
"63844","2021-04","RI","0 - 17 years","Female","Unknown",NA,13
"63845","2021-04","RI","0 - 17 years","Female","White","Hispanic/Latino",102
"63846","2021-04","RI","0 - 17 years","Female","White","Non-Hispanic/Latino",422
"63847","2021-04","RI","0 - 17 years","Female","White","Unknown",43
"63848","2021-04","RI","0 - 17 years","Female","White",NA,11
"63849","2021-04","RI","0 - 17 years","Female",NA,NA,51
"63850","2021-04","RI","0 - 17 years","Male","Asian","Non-Hispanic/Latino",14
"63851","2021-04","RI","0 - 17 years","Male","Black","Hispanic/Latino",16
"63852","2021-04","RI","0 - 17 years","Male","Black","Non-Hispanic/Latino",31
